time,iteration,x,y,roll,pitch,yaw
1.957128047943115234e+00,1.970000000000000000e+02,8.429999999999999716e-01,5.299999999999999850e-02,1.119650188584648126e-01,-7.014734224687462216e-01,-2.294576282473774209e-01
1.957128047943115234e+00,1.980000000000000000e+02,8.429999999999999716e-01,5.299999999999999850e-02,1.119650188584648126e-01,-7.014734224687462216e-01,-2.294576282473774209e-01
1.957128047943115234e+00,1.990000000000000000e+02,8.429999999999999716e-01,5.299999999999999850e-02,1.119650188584648126e-01,-7.014734224687462216e-01,-2.294576282473774209e-01
1.990208148956298828e+00,2.000000000000000000e+02,8.659999999999999920e-01,5.299999999999999850e-02,1.140649429740103610e-01,-7.136163170592815241e-01,-2.344999897447719583e-01
1.990208148956298828e+00,2.010000000000000000e+02,8.659999999999999920e-01,5.299999999999999850e-02,1.140649429740103610e-01,-7.136163170592815241e-01,-2.344999897447719583e-01
1.990208148956298828e+00,2.020000000000000000e+02,8.659999999999999920e-01,5.299999999999999850e-02,1.140649429740103610e-01,-7.136163170592815241e-01,-2.344999897447719583e-01
2.021548986434936523e+00,2.030000000000000000e+02,8.890000000000000124e-01,5.399999999999999939e-02,1.213328112811294379e-01,-7.267830544142794835e-01,-2.399845056544985811e-01
2.021548986434936523e+00,2.040000000000000000e+02,8.890000000000000124e-01,5.399999999999999939e-02,1.213328112811294379e-01,-7.267830544142794835e-01,-2.399845056544985811e-01
2.021548986434936523e+00,2.050000000000000000e+02,8.890000000000000124e-01,5.399999999999999939e-02,1.213328112811294379e-01,-7.267830544142794835e-01,-2.399845056544985811e-01
2.023678064346313477e+00,2.060000000000000000e+02,8.900000000000000133e-01,5.399999999999999939e-02,1.218590549448075738e-01,-7.276885695155410616e-01,-2.403684819171620635e-01
2.052589178085327148e+00,2.070000000000000000e+02,9.100000000000000311e-01,5.299999999999999850e-02,1.249018986086582600e-01,-7.392483822818195494e-01,-2.450169615862358707e-01
2.052589178085327148e+00,2.080000000000000000e+02,9.100000000000000311e-01,5.299999999999999850e-02,1.249018986086582600e-01,-7.392483822818195494e-01,-2.450169615862358707e-01
2.054983139038085938e+00,2.090000000000000000e+02,9.120000000000000329e-01,5.299999999999999850e-02,1.251585575780076454e-01,-7.402051079413970447e-01,-2.454062052176383957e-01
2.085079193115234375e+00,2.100000000000000000e+02,9.240000000000000435e-01,5.500000000000000028e-02,1.131204738313928149e-01,-7.401378959989958206e-01,-2.425142527889488087e-01
2.085079193115234375e+00,2.110000000000000000e+02,9.240000000000000435e-01,5.500000000000000028e-02,1.131204738313928149e-01,-7.401378959989958206e-01,-2.425142527889488087e-01
2.087086200714111328e+00,2.120000000000000000e+02,9.250000000000000444e-01,5.500000000000000028e-02,1.123177317831490496e-01,-7.401324997010234608e-01,-2.423214465385568062e-01
2.116352081298828125e+00,2.130000000000000000e+02,9.449999999999999512e-01,5.399999999999999939e-02,1.260396086430884965e-01,-7.569213408896182660e-01,-2.490235145384331883e-01
2.116352081298828125e+00,2.140000000000000000e+02,9.449999999999999512e-01,5.399999999999999939e-02,1.260396086430884965e-01,-7.569213408896182660e-01,-2.490235145384331883e-01
2.116352081298828125e+00,2.150000000000000000e+02,9.449999999999999512e-01,5.399999999999999939e-02,1.260396086430884965e-01,-7.569213408896182660e-01,-2.490235145384331883e-01
2.147472143173217773e+00,2.160000000000000000e+02,9.679999999999999716e-01,5.500000000000000028e-02,1.312932357444356324e-01,-7.745288311760021305e-01,-2.534650407948808026e-01
2.147472143173217773e+00,2.170000000000000000e+02,9.679999999999999716e-01,5.500000000000000028e-02,1.312932357444356324e-01,-7.745288311760021305e-01,-2.534650407948808026e-01
2.147472143173217773e+00,2.180000000000000000e+02,9.679999999999999716e-01,5.500000000000000028e-02,1.312932357444356324e-01,-7.745288311760021305e-01,-2.534650407948808026e-01
2.178970098495483398e+00,2.190000000000000000e+02,9.909999999999999920e-01,5.600000000000000117e-02,1.412734537772176446e-01,-7.784044435003993900e-01,-2.622815596828250717e-01
2.178970098495483398e+00,2.200000000000000000e+02,9.909999999999999920e-01,5.600000000000000117e-02,1.412734537772176446e-01,-7.784044435003993900e-01,-2.622815596828250717e-01
2.178970098495483398e+00,2.210000000000000000e+02,9.909999999999999920e-01,5.600000000000000117e-02,1.412734537772176446e-01,-7.784044435003993900e-01,-2.622815596828250717e-01
2.209925174713134766e+00,2.220000000000000000e+02,1.012999999999999901e+00,5.600000000000000117e-02,1.508248867930281900e-01,-7.995629326181942220e-01,-2.722141146861411509e-01
2.209925174713134766e+00,2.230000000000000000e+02,1.012999999999999901e+00,5.600000000000000117e-02,1.508248867930281900e-01,-7.995629326181942220e-01,-2.722141146861411509e-01
2.209925174713134766e+00,2.240000000000000000e+02,1.012999999999999901e+00,5.600000000000000117e-02,1.508248867930281900e-01,-7.995629326181942220e-01,-2.722141146861411509e-01
2.241219997406005859e+00,2.250000000000000000e+02,1.034999999999999920e+00,5.500000000000000028e-02,1.564915771980503745e-01,-8.158017004415534235e-01,-2.796335451524646354e-01
2.241219997406005859e+00,2.260000000000000000e+02,1.034999999999999920e+00,5.500000000000000028e-02,1.564915771980503745e-01,-8.158017004415534235e-01,-2.796335451524646354e-01
2.241219997406005859e+00,2.270000000000000000e+02,1.034999999999999920e+00,5.500000000000000028e-02,1.564915771980503745e-01,-8.158017004415534235e-01,-2.796335451524646354e-01
2.272381067276000977e+00,2.280000000000000000e+02,1.056999999999999940e+00,5.399999999999999939e-02,1.673149781904097744e-01,-8.298354590129320973e-01,-2.902707334596248967e-01
2.272381067276000977e+00,2.290000000000000000e+02,1.056999999999999940e+00,5.399999999999999939e-02,1.673149781904097744e-01,-8.298354590129320973e-01,-2.902707334596248967e-01
2.272381067276000977e+00,2.300000000000000000e+02,1.056999999999999940e+00,5.399999999999999939e-02,1.673149781904097744e-01,-8.298354590129320973e-01,-2.902707334596248967e-01
2.274391174316406250e+00,2.310000000000000000e+02,1.058999999999999941e+00,5.399999999999999939e-02,1.680498596561086078e-01,-8.307305122304727840e-01,-2.909846257454059004e-01
2.303456068038940430e+00,2.320000000000000000e+02,1.078999999999999959e+00,5.399999999999999939e-02,1.736521385532140138e-01,-8.412808373160859388e-01,-2.926387247786693124e-01
2.303456068038940430e+00,2.330000000000000000e+02,1.078999999999999959e+00,5.399999999999999939e-02,1.736521385532140138e-01,-8.412808373160859388e-01,-2.926387247786693124e-01
2.305457115173339844e+00,2.340000000000000000e+02,1.080999999999999961e+00,5.399999999999999939e-02,1.740412372195741242e-01,-8.420069698309838868e-01,-2.927565884876645042e-01
2.334356069564819336e+00,2.350000000000000000e+02,1.092999999999999972e+00,5.500000000000000028e-02,1.645349489439505430e-01,-8.436065143015953893e-01,-2.936711852650837340e-01
2.334356069564819336e+00,2.360000000000000000e+02,1.092999999999999972e+00,5.500000000000000028e-02,1.645349489439505430e-01,-8.436065143015953893e-01,-2.936711852650837340e-01
2.334356069564819336e+00,2.370000000000000000e+02,1.092999999999999972e+00,5.500000000000000028e-02,1.645349489439505430e-01,-8.436065143015953893e-01,-2.936711852650837340e-01
2.366188049316406250e+00,2.380000000000000000e+02,1.114999999999999991e+00,5.399999999999999939e-02,1.673100427767550413e-01,-8.542710495026953899e-01,-2.991026014902425367e-01
2.366188049316406250e+00,2.390000000000000000e+02,1.114999999999999991e+00,5.399999999999999939e-02,1.673100427767550413e-01,-8.542710495026953899e-01,-2.991026014902425367e-01
2.366188049316406250e+00,2.400000000000000000e+02,1.114999999999999991e+00,5.399999999999999939e-02,1.673100427767550413e-01,-8.542710495026953899e-01,-2.991026014902425367e-01
2.397955179214477539e+00,2.410000000000000000e+02,1.137999999999999901e+00,5.399999999999999939e-02,1.787546144632462253e-01,-8.718576318499426936e-01,-3.084584339591925350e-01
2.397955179214477539e+00,2.420000000000000000e+02,1.137999999999999901e+00,5.399999999999999939e-02,1.787546144632462253e-01,-8.718576318499426936e-01,-3.084584339591925350e-01
2.397955179214477539e+00,2.430000000000000000e+02,1.137999999999999901e+00,5.399999999999999939e-02,1.787546144632462253e-01,-8.718576318499426936e-01,-3.084584339591925350e-01
2.429589033126831055e+00,2.440000000000000000e+02,1.161000000000000032e+00,5.399999999999999939e-02,1.827945631121712378e-01,-8.753498404836947966e-01,-3.107349202903788576e-01
2.429589033126831055e+00,2.450000000000000000e+02,1.161000000000000032e+00,5.399999999999999939e-02,1.827945631121712378e-01,-8.753498404836947966e-01,-3.107349202903788576e-01
2.429589033126831055e+00,2.460000000000000000e+02,1.161000000000000032e+00,5.399999999999999939e-02,1.827945631121712378e-01,-8.753498404836947966e-01,-3.107349202903788576e-01
2.461438179016113281e+00,2.470000000000000000e+02,1.181999999999999940e+00,5.299999999999999850e-02,1.848239238423006470e-01,-8.894971305749876933e-01,-3.183921391721211136e-01
2.461438179016113281e+00,2.480000000000000000e+02,1.181999999999999940e+00,5.299999999999999850e-02,1.848239238423006470e-01,-8.894971305749876933e-01,-3.183921391721211136e-01
2.461438179016113281e+00,2.490000000000000000e+02,1.181999999999999940e+00,5.299999999999999850e-02,1.848239238423006470e-01,-8.894971305749876933e-01,-3.183921391721211136e-01
2.493705987930297852e+00,2.500000000000000000e+02,1.203999999999999959e+00,5.199999999999999761e-02,1.929387929362302578e-01,-9.024727872080815505e-01,-3.302218593190248130e-01
2.493705987930297852e+00,2.510000000000000000e+02,1.203999999999999959e+00,5.199999999999999761e-02,1.929387929362302578e-01,-9.024727872080815505e-01,-3.302218593190248130e-01
2.493705987930297852e+00,2.520000000000000000e+02,1.203999999999999959e+00,5.199999999999999761e-02,1.929387929362302578e-01,-9.024727872080815505e-01,-3.302218593190248130e-01
2.495741128921508789e+00,2.530000000000000000e+02,1.205000000000000071e+00,5.199999999999999761e-02,1.934961311617516000e-01,-9.032772795070620475e-01,-3.309993691816466299e-01
2.524773120880126953e+00,2.540000000000000000e+02,1.225000000000000089e+00,5.099999999999999672e-02,1.964661709758839803e-01,-9.170696816149711550e-01,-3.394938718372559894e-01
2.524773120880126953e+00,2.550000000000000000e+02,1.225000000000000089e+00,5.099999999999999672e-02,1.964661709758839803e-01,-9.170696816149711550e-01,-3.394938718372559894e-01
2.524773120880126953e+00,2.560000000000000000e+02,1.225000000000000089e+00,5.099999999999999672e-02,1.964661709758839803e-01,-9.170696816149711550e-01,-3.394938718372559894e-01
2.559644222259521484e+00,2.570000000000000000e+02,1.247999999999999998e+00,5.099999999999999672e-02,1.980371456588981283e-01,-9.286040620437238102e-01,-3.418821905168714093e-01
2.559644222259521484e+00,2.580000000000000000e+02,1.247999999999999998e+00,5.099999999999999672e-02,1.980371456588981283e-01,-9.286040620437238102e-01,-3.418821905168714093e-01
2.559644222259521484e+00,2.590000000000000000e+02,1.247999999999999998e+00,5.099999999999999672e-02,1.980371456588981283e-01,-9.286040620437238102e-01,-3.418821905168714093e-01
2.592012166976928711e+00,2.600000000000000000e+02,1.270999999999999908e+00,5.000000000000000278e-02,2.047948127994218270e-01,-9.423253150040862280e-01,-3.505174768970207300e-01
2.592012166976928711e+00,2.610000000000000000e+02,1.270999999999999908e+00,5.000000000000000278e-02,2.047948127994218270e-01,-9.423253150040862280e-01,-3.505174768970207300e-01
2.592012166976928711e+00,2.620000000000000000e+02,1.270999999999999908e+00,5.000000000000000278e-02,2.047948127994218270e-01,-9.423253150040862280e-01,-3.505174768970207300e-01
2.623158216476440430e+00,2.630000000000000000e+02,1.294999999999999929e+00,5.000000000000000278e-02,2.189586164403816981e-01,-9.508239947279645277e-01,-3.612244551829162376e-01
